,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Dependencies,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
United Arab Emirates,383.0,4.0,0.0,9.0,3.0,60.0,,,3.0,0.0,18.0,6.0,0.0,0.0,,19.0,,,4.0,,,0.0,11.0,6.0,13.0,12.0,0.0,4.0,0.0,0.0,,,20.0,,35.0,14.0,0.0,16.0,,3.0,9.0,0.0,,0.0,0.0,7.0,53.0,0.0,0.0,,,21.0,7.0,0.0,8.0,0.0,0
United Kingdom,10060.0,41.0,19.0,205.0,28.0,1938.0,201.0,221.0,30.0,52.0,1112.0,316.0,4.0,36.0,32.0,291.0,74.0,33.0,31.0,38.0,41.0,39.0,246.0,353.0,203.0,88.0,16.0,71.0,14.0,13.0,81.0,52.0,394.0,44.0,825.0,405.0,8.0,154.0,23.0,121.0,331.0,,25.0,151.0,7.0,80.0,640.0,5.0,,45.0,21.0,407.0,307.0,18.0,50.0,5.0,72
United States,51.0,0.0,0.0,0.0,0.0,9.0,0.0,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,10.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,0.0,0
Uruguay,634.0,0.0,0.0,7.0,0.0,49.0,5.0,13.0,0.0,0.0,216.0,29.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,,,9.0,26.0,,,,0.0,0.0,0.0,6.0,6.0,85.0,,59.0,13.0,0.0,3.0,0.0,,4.0,,,7.0,0.0,,15.0,0.0,0.0,11.0,0.0,31.0,5.0,0.0,6.0,0.0,5
Uzbekistan,1513.0,3.0,3.0,25.0,,173.0,15.0,6.0,0.0,3.0,75.0,17.0,0.0,,5.0,29.0,7.0,,6.0,5.0,,0.0,16.0,42.0,9.0,10.0,,13.0,,,9.0,,51.0,4.0,717.0,22.0,,21.0,3.0,10.0,60.0,0.0,4.0,10.0,0.0,7.0,21.0,,0.0,,3.0,22.0,49.0,,13.0,0.0,6
Vanuatu,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Venezuela,4735.0,11.0,,32.0,6.0,261.0,36.0,36.0,12.0,9.0,2316.0,105.0,,12.0,3.0,55.0,23.0,4.0,19.0,8.0,39.0,4.0,70.0,90.0,27.0,28.0,14.0,21.0,3.0,9.0,18.0,,149.0,8.0,302.0,144.0,0.0,43.0,20.0,16.0,68.0,48.0,13.0,31.0,0.0,37.0,337.0,3.0,3.0,42.0,0.0,121.0,29.0,3.0,10.0,0.0,33
Vietnam,31168.0,129.0,26.0,574.0,101.0,11381.0,377.0,227.0,53.0,16.0,1311.0,926.0,6.0,173.0,42.0,440.0,143.0,172.0,261.0,85.0,745.0,51.0,401.0,1120.0,243.0,431.0,184.0,328.0,3.0,116.0,219.0,52.0,482.0,109.0,642.0,781.0,13.0,207.0,234.0,414.0,1051.0,5.0,29.0,151.0,24.0,256.0,3485.0,7.0,3.0,124.0,11.0,1062.0,1451.0,10.0,64.0,4.0,213
Yemen,1243.0,19.0,0.0,7.0,4.0,252.0,,14.0,6.0,,8.0,3.0,0.0,0.0,,34.0,19.0,0.0,,,16.0,,5.0,6.0,295.0,,10.0,,0.0,0.0,,0.0,9.0,0.0,371.0,44.0,0.0,4.0,0.0,,6.0,0.0,,,0.0,29.0,12.0,0.0,0.0,,0.0,25.0,14.0,3.0,0.0,0.0,11
Zambia,289.0,6.0,,4.0,,41.0,8.0,7.0,,,21.0,15.0,0.0,,0.0,8.0,,0.0,,,0.0,,13.0,6.0,4.0,4.0,,3.0,0.0,,3.0,0.0,17.0,0.0,11.0,12.0,0.0,8.0,5.0,4.0,9.0,0.0,0.0,3.0,,3.0,33.0,0.0,0.0,,0.0,16.0,6.0,0.0,,0.0,1
Zimbabwe,489.0,,,11.0,,60.0,11.0,5.0,,,39.0,28.0,0.0,,0.0,6.0,16.0,,5.0,,3.0,,8.0,20.0,10.0,6.0,,5.0,,8.0,5.0,5.0,21.0,0.0,25.0,30.0,,11.0,3.0,4.0,15.0,0.0,0.0,4.0,,8.0,64.0,0.0,0.0,,,15.0,13.0,,0.0,0.0,3
Unknown,940.0,4.0,1.0,10.0,4.0,139.0,5.0,11.0,0.0,0.0,112.0,24.0,0.0,1.0,0.0,84.0,6.0,5.0,4.0,13.0,21.0,0.0,14.0,33.0,17.0,7.0,7.0,5.0,1.0,1.0,3.0,0.0,23.0,12.0,85.0,17.0,0.0,34.0,4.0,4.0,17.0,3.0,4.0,14.0,0.0,15.0,96.0,0.0,0.0,2.0,0.0,20.0,14.0,2.0,1.0,0.0,41
