,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Dependencies,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
Total,743715.0,1775.0,1100.0,12377.0,1648.0,179754.0,6813.0,10421.0,1545.0,2188.0,82788.0,15408.0,654.0,3744.0,1674.0,28112.0,4261.0,2198.0,3129.0,2390.0,3402.0,729.0,17099.0,21748.0,10703.0,9089.0,1170.0,4526.0,267.0,1644.0,8470.0,1492.0,35077.0,3062.0,88733.0,16294.0,273.0,8072.0,2256.0,5051.0,16905.0,1253.0,2458.0,3506.0,415.0,4938.0,54024.0,432.0,619.0,2823.0,426.0,24730.0,19853.0,361.0,3845.0,186.0,5805
Africa,60383.0,185.0,44.0,741.0,67.0,5426.0,891.0,723.0,241.0,620.0,2284.0,2777.0,11.0,75.0,60.0,1606.0,491.0,273.0,331.0,319.0,203.0,175.0,4415.0,3151.0,755.0,3795.0,83.0,643.0,13.0,303.0,695.0,167.0,2872.0,69.0,5386.0,2101.0,68.0,1789.0,209.0,334.0,2253.0,,540.0,275.0,157.0,961.0,4457.0,41.0,4.0,167.0,66.0,4046.0,2013.0,50.0,321.0,,631
Asia,276375.0,864.0,567.0,3619.0,608.0,86570.0,2165.0,3194.0,703.0,397.0,9769.0,5623.0,538.0,2843.0,396.0,9798.0,1716.0,812.0,1276.0,871.0,1702.0,254.0,6270.0,7125.0,6029.0,3065.0,611.0,1956.0,71.0,535.0,3124.0,562.0,13846.0,494.0,29730.0,6118.0,78.0,3546.0,931.0,2068.0,7460.0,63.0,462.0,1312.0,104.0,2183.0,18451.0,147.0,70.0,738.0,126.0,11703.0,9465.0,159.0,1656.0,50.0,1782
Europe,90149.0,230.0,220.0,1346.0,119.0,12055.0,1217.0,2565.0,149.0,294.0,6738.0,1791.0,19.0,216.0,322.0,8353.0,671.0,428.0,238.0,499.0,244.0,142.0,1686.0,3774.0,2365.0,969.0,92.0,1059.0,88.0,144.0,883.0,361.0,5171.0,233.0,13889.0,2031.0,74.0,1579.0,212.0,1054.0,3171.0,56.0,288.0,667.0,86.0,602.0,2854.0,43.0,13.0,381.0,140.0,2397.0,4443.0,74.0,741.0,34.0,639
North America,250266.0,391.0,178.0,6233.0,789.0,68323.0,2115.0,2371.0,365.0,633.0,46992.0,3896.0,59.0,293.0,796.0,7365.0,1186.0,590.0,1133.0,568.0,1023.0,111.0,3377.0,5342.0,1288.0,877.0,294.0,701.0,73.0,588.0,3323.0,245.0,7519.0,2140.0,26978.0,4518.0,40.0,797.0,769.0,1378.0,3067.0,899.0,894.0,807.0,57.0,921.0,25683.0,152.0,513.0,1015.0,70.0,4112.0,3144.0,55.0,951.0,84.0,2185
Oceania,3928.0,8.0,47.0,83.0,8.0,1531.0,102.0,36.0,,31.0,116.0,62.0,12.0,186.0,12.0,44.0,21.0,6.0,13.0,25.0,14.0,7.0,48.0,52.0,18.0,20.0,8.0,23.0,5.0,6.0,49.0,11.0,52.0,12.0,178.0,85.0,5.0,25.0,9.0,74.0,45.0,,6.0,18.0,,23.0,147.0,16.0,0.0,107.0,6.0,167.0,297.0,,23.0,,22
South America,61674.0,93.0,43.0,345.0,53.0,5710.0,318.0,1521.0,,213.0,16777.0,1235.0,15.0,130.0,88.0,862.0,170.0,84.0,134.0,95.0,195.0,40.0,1289.0,2271.0,231.0,356.0,75.0,139.0,16.0,67.0,393.0,146.0,5594.0,102.0,12487.0,1424.0,8.0,302.0,122.0,139.0,892.0,224.0,264.0,413.0,,233.0,2336.0,33.0,19.0,413.0,18.0,2285.0,477.0,18.0,152.0,14.0,505
Afghanistan,2588.0,0.0,0.0,79.0,0.0,888.0,45.0,32.0,8.0,0.0,42.0,54.0,0.0,0.0,32.0,47.0,12.0,7.0,,9.0,9.0,8.0,33.0,41.0,28.0,3.0,0.0,64.0,0.0,17.0,28.0,4.0,65.0,14.0,254.0,31.0,0.0,15.0,0.0,17.0,45.0,0.0,,,,14.0,88.0,0.0,0.0,31.0,0.0,434.0,41.0,0.0,13.0,0.0,30
Albania,3483.0,0.0,3.0,20.0,,87.0,6.0,256.0,0.0,5.0,274.0,14.0,0.0,0.0,7.0,197.0,5.0,0.0,4.0,0.0,4.0,0.0,36.0,457.0,350.0,6.0,0.0,55.0,0.0,,26.0,9.0,175.0,0.0,833.0,34.0,0.0,85.0,3.0,9.0,289.0,0.0,,21.0,0.0,11.0,54.0,,0.0,7.0,0.0,56.0,17.0,0.0,41.0,0.0,22
Algeria,1024.0,3.0,0.0,4.0,4.0,135.0,18.0,12.0,,3.0,42.0,12.0,0.0,0.0,0.0,55.0,7.0,,3.0,,15.0,,16.0,95.0,16.0,8.0,0.0,6.0,0.0,,12.0,4.0,55.0,,166.0,33.0,0.0,37.0,,6.0,58.0,0.0,,5.0,,9.0,75.0,0.0,0.0,,0.0,76.0,14.0,0.0,3.0,0.0,3
American Samoa,265.0,0.0,15.0,,0.0,44.0,4.0,0.0,0.0,0.0,,5.0,0.0,63.0,0.0,0.0,,0.0,0.0,3.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,3.0,0.0,0.0,,,6.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,5.0,0.0,12.0,0.0,50.0,31.0,0.0,0.0,0.0,5
Andorra,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Angola,95.0,0.0,0.0,,0.0,8.0,0.0,6.0,0.0,,10.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,,,0.0,0.0,0.0,,0.0,0.0,13.0,0.0,3.0,,0.0,,0.0,0.0,3.0,0.0,6.0,,0.0,,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2
Anguilla,29.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,,0.0,0.0,0.0,0.0,1
Antigua-Barbuda,456.0,,0.0,,,8.0,,4.0,0.0,0.0,74.0,24.0,,0.0,0.0,,0.0,0.0,,,,0.0,17.0,10.0,,,0.0,,0.0,0.0,3.0,0.0,24.0,0.0,154.0,14.0,0.0,,0.0,0.0,15.0,,,,0.0,0.0,14.0,0.0,52.0,0.0,0.0,12.0,3.0,0.0,0.0,0.0,7
Argentina,3153.0,3.0,4.0,26.0,3.0,613.0,30.0,57.0,4.0,22.0,1039.0,46.0,0.0,10.0,5.0,55.0,9.0,5.0,15.0,8.0,13.0,,70.0,35.0,18.0,19.0,7.0,9.0,,,37.0,,127.0,5.0,321.0,61.0,0.0,18.0,9.0,10.0,35.0,21.0,8.0,17.0,0.0,8.0,139.0,0.0,0.0,39.0,,105.0,20.0,,15.0,0.0,22
Armenia,2021.0,,0.0,13.0,0.0,1610.0,10.0,5.0,0.0,,23.0,4.0,0.0,4.0,,10.0,,,0.0,,0.0,0.0,12.0,43.0,6.0,5.0,0.0,6.0,0.0,,31.0,0.0,29.0,,83.0,13.0,0.0,8.0,0.0,,13.0,0.0,3.0,,0.0,,16.0,0.0,0.0,9.0,,20.0,20.0,0.0,3.0,0.0,7
Aruba,37.0,,0.0,0.0,0.0,,0.0,,,0.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Australia,1392.0,6.0,8.0,37.0,,349.0,57.0,26.0,,25.0,68.0,27.0,5.0,19.0,4.0,28.0,9.0,3.0,3.0,7.0,3.0,6.0,34.0,34.0,11.0,10.0,6.0,11.0,5.0,,18.0,10.0,40.0,5.0,136.0,45.0,3.0,17.0,5.0,25.0,28.0,,5.0,12.0,0.0,18.0,73.0,3.0,0.0,8.0,5.0,37.0,73.0,,11.0,0.0,7
Austria,303.0,0.0,,8.0,0.0,62.0,6.0,5.0,0.0,3.0,23.0,6.0,0.0,7.0,4.0,8.0,3.0,,0.0,,,0.0,6.0,8.0,5.0,3.0,0.0,,0.0,,6.0,0.0,11.0,4.0,44.0,9.0,0.0,6.0,,4.0,7.0,0.0,,,0.0,3.0,15.0,0.0,0.0,,,13.0,7.0,0.0,,0.0,2
Azerbaijan,1005.0,0.0,3.0,10.0,0.0,252.0,15.0,12.0,0.0,0.0,23.0,8.0,0.0,0.0,7.0,16.0,5.0,0.0,6.0,7.0,,0.0,19.0,28.0,18.0,11.0,0.0,9.0,0.0,,9.0,,24.0,0.0,255.0,17.0,0.0,13.0,0.0,10.0,27.0,0.0,0.0,0.0,0.0,5.0,35.0,0.0,0.0,7.0,9.0,23.0,110.0,0.0,3.0,0.0,4
Bahamas,569.0,8.0,,,0.0,6.0,,5.0,0.0,5.0,367.0,29.0,0.0,,0.0,5.0,,0.0,0.0,,,0.0,13.0,6.0,,,0.0,0.0,0.0,,,0.0,6.0,0.0,21.0,20.0,0.0,0.0,,0.0,9.0,0.0,,,0.0,5.0,17.0,0.0,0.0,0.0,0.0,11.0,6.0,0.0,,0.0,9
Bahrain,91.0,,,3.0,0.0,6.0,3.0,0.0,0.0,0.0,6.0,5.0,0.0,,0.0,6.0,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,,0.0,3.0,0.0,9.0,5.0,0.0,3.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,4.0,3.0,0.0,,0.0,1
Bangladesh,6644.0,16.0,0.0,69.0,8.0,544.0,19.0,129.0,19.0,14.0,377.0,151.0,0.0,0.0,0.0,59.0,21.0,7.0,35.0,13.0,12.0,4.0,148.0,113.0,274.0,85.0,,22.0,0.0,3.0,30.0,,375.0,,2995.0,66.0,3.0,43.0,24.0,14.0,175.0,0.0,4.0,6.0,0.0,20.0,343.0,,,,4.0,313.0,29.0,,12.0,0.0,34
Barbados,878.0,0.0,0.0,3.0,0.0,17.0,,15.0,3.0,,118.0,28.0,0.0,0.0,0.0,9.0,,0.0,,,,0.0,22.0,60.0,,,,,0.0,0.0,,,39.0,0.0,423.0,19.0,0.0,3.0,,0.0,34.0,0.0,0.0,6.0,0.0,5.0,15.0,5.0,,0.0,0.0,23.0,3.0,0.0,,0.0,7
Belarus,1583.0,,,13.0,,220.0,35.0,42.0,,3.0,68.0,18.0,,0.0,3.0,85.0,7.0,,,4.0,,3.0,28.0,69.0,17.0,67.0,0.0,20.0,6.0,3.0,7.0,4.0,62.0,,378.0,26.0,0.0,26.0,3.0,20.0,77.0,0.0,3.0,14.0,0.0,11.0,24.0,,0.0,,,41.0,137.0,0.0,17.0,0.0,4
Belgium,673.0,,,22.0,,116.0,10.0,10.0,,5.0,66.0,19.0,0.0,4.0,,15.0,,,3.0,,11.0,,26.0,23.0,9.0,10.0,4.0,9.0,0.0,,11.0,,27.0,3.0,70.0,31.0,0.0,17.0,3.0,4.0,13.0,0.0,,8.0,0.0,8.0,33.0,0.0,0.0,,,35.0,23.0,,,0.0,5
Belize,854.0,,,7.0,,346.0,4.0,3.0,,,72.0,18.0,3.0,3.0,,58.0,3.0,,,,6.0,0.0,4.0,8.0,,,4.0,4.0,0.0,0.0,13.0,0.0,24.0,4.0,139.0,13.0,0.0,,,0.0,5.0,0.0,0.0,,0.0,3.0,61.0,,0.0,4.0,0.0,13.0,7.0,0.0,0.0,0.0,3
Benin,119.0,,0.0,,0.0,,4.0,,,0.0,5.0,5.0,0.0,,,6.0,6.0,0.0,,0.0,0.0,0.0,12.0,6.0,,9.0,0.0,0.0,0.0,,0.0,,3.0,0.0,11.0,6.0,0.0,3.0,0.0,0.0,9.0,0.0,,0.0,0.0,,,,0.0,0.0,,7.0,,0.0,0.0,0.0,3
Bermuda,80.0,,0.0,,0.0,9.0,0.0,4.0,,,12.0,7.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,6.0,8.0,0.0,,0.0,0.0,,0.0,,4.0,0.0,,,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0
Bhutan,17.0,0.0,0.0,0.0,0.0,8.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0
Bolivia,1700.0,,3.0,9.0,,213.0,6.0,7.0,,14.0,211.0,8.0,0.0,0.0,,20.0,5.0,0.0,,0.0,0.0,0.0,118.0,27.0,3.0,5.0,3.0,6.0,,,12.0,,56.0,8.0,131.0,31.0,,5.0,,5.0,8.0,0.0,37.0,8.0,,3.0,83.0,3.0,0.0,14.0,0.0,584.0,10.0,0.0,10.0,,17
Bosnia-Herzegovina,4544.0,7.0,7.0,170.0,0.0,157.0,63.0,80.0,,,314.0,215.0,0.0,,80.0,319.0,74.0,221.0,14.0,175.0,25.0,16.0,26.0,54.0,236.0,76.0,3.0,448.0,0.0,26.0,75.0,63.0,53.0,0.0,329.0,116.0,33.0,117.0,3.0,44.0,138.0,0.0,3.0,11.0,9.0,52.0,114.0,,0.0,85.0,40.0,123.0,194.0,,82.0,0.0,46
Botswana,17.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0
Brazil,7960.0,11.0,7.0,65.0,4.0,995.0,47.0,260.0,4.0,28.0,1844.0,208.0,,40.0,10.0,105.0,32.0,20.0,18.0,21.0,23.0,18.0,160.0,1336.0,57.0,38.0,12.0,17.0,,7.0,60.0,70.0,553.0,9.0,568.0,162.0,,53.0,18.0,30.0,103.0,3.0,37.0,44.0,3.0,44.0,337.0,6.0,,79.0,,186.0,112.0,7.0,17.0,3.0,61
British Virgin Islands,43.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,,,0.0,0.0,0.0,1
Brunei,14.0,0.0,0.0,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1
Bulgaria,3211.0,4.0,,43.0,6.0,461.0,63.0,57.0,13.0,9.0,274.0,130.0,0.0,12.0,3.0,582.0,21.0,7.0,14.0,27.0,8.0,10.0,52.0,106.0,51.0,30.0,,32.0,4.0,3.0,141.0,6.0,100.0,9.0,307.0,39.0,0.0,28.0,12.0,23.0,89.0,,,28.0,,13.0,94.0,,0.0,17.0,0.0,102.0,125.0,,24.0,,22
Burkina Faso,90.0,0.0,0.0,,0.0,5.0,,0.0,0.0,3.0,0.0,3.0,,0.0,0.0,,0.0,4.0,0.0,,0.0,0.0,8.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,,12.0,,,5.0,0.0,0.0,9.0,0.0,,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,,0.0,3
Burma,1447.0,,,14.0,3.0,578.0,,4.0,,,55.0,20.0,,7.0,,25.0,41.0,,4.0,5.0,,,56.0,17.0,9.0,26.0,0.0,5.0,0.0,6.0,14.0,3.0,31.0,,280.0,42.0,,10.0,,9.0,23.0,0.0,0.0,7.0,0.0,5.0,42.0,0.0,,3.0,0.0,44.0,31.0,,3.0,0.0,5
Burundi,90.0,0.0,0.0,4.0,0.0,7.0,3.0,,0.0,0.0,6.0,,0.0,0.0,0.0,3.0,0.0,4.0,,4.0,0.0,,4.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,5.0,6.0,0.0,3.0,0.0,,3.0,0.0,0.0,,0.0,3.0,17.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0
Cambodia,4673.0,26.0,,40.0,5.0,1648.0,40.0,58.0,,0.0,86.0,80.0,,11.0,5.0,49.0,16.0,14.0,20.0,28.0,13.0,13.0,39.0,565.0,31.0,170.0,10.0,20.0,,6.0,21.0,18.0,23.0,0.0,61.0,122.0,,66.0,4.0,57.0,300.0,0.0,68.0,45.0,,23.0,237.0,0.0,0.0,25.0,,118.0,420.0,0.0,28.0,,33
Cameroon,1098.0,3.0,,9.0,3.0,78.0,5.0,10.0,20.0,9.0,12.0,87.0,,,,35.0,4.0,0.0,7.0,15.0,6.0,,291.0,53.0,15.0,38.0,0.0,8.0,0.0,,7.0,0.0,29.0,3.0,41.0,27.0,,27.0,8.0,,21.0,0.0,,,0.0,8.0,107.0,3.0,0.0,4.0,,52.0,9.0,3.0,3.0,0.0,23
Canada,9753.0,48.0,31.0,322.0,16.0,1503.0,183.0,212.0,17.0,46.0,1199.0,238.0,,44.0,66.0,208.0,82.0,45.0,46.0,55.0,41.0,58.0,132.0,252.0,372.0,138.0,24.0,72.0,37.0,19.0,122.0,100.0,200.0,48.0,578.0,498.0,19.0,167.0,30.0,115.0,227.0,,27.0,122.0,11.0,120.0,598.0,3.0,5.0,78.0,55.0,262.0,684.0,7.0,89.0,9.0,69
Cape Verde,903.0,0.0,0.0,,0.0,5.0,0.0,25.0,0.0,0.0,16.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,5.0,0.0,0.0,,0.0,0.0,3.0,0.0,186.0,0.0,0.0,0.0,3.0,0.0,0.0,,0.0,5.0,0.0,0.0,0.0,0.0,19
Cayman Islands,22.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0
Central African Republic,22.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1
Chad,27.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0
Chile,1585.0,3.0,,12.0,3.0,278.0,15.0,34.0,5.0,17.0,368.0,27.0,,6.0,5.0,27.0,7.0,,6.0,4.0,7.0,,47.0,45.0,5.0,19.0,0.0,6.0,0.0,,20.0,,98.0,5.0,182.0,38.0,0.0,5.0,0.0,12.0,24.0,7.0,3.0,11.0,,10.0,79.0,0.0,0.0,33.0,,56.0,30.0,0.0,5.0,,8
"China, People's Republic",37130.0,84.0,22.0,297.0,62.0,12048.0,235.0,463.0,89.0,63.0,746.0,448.0,33.0,279.0,60.0,1205.0,205.0,70.0,110.0,84.0,115.0,36.0,750.0,1579.0,482.0,312.0,52.0,249.0,10.0,37.0,353.0,64.0,1357.0,66.0,8210.0,599.0,11.0,441.0,72.0,384.0,1090.0,29.0,50.0,113.0,18.0,152.0,1536.0,13.0,6.0,88.0,19.0,806.0,1007.0,20.0,192.0,7.0,202
Colombia,16593.0,32.0,15.0,98.0,15.0,977.0,75.0,388.0,19.0,41.0,6238.0,421.0,3.0,22.0,13.0,239.0,36.0,26.0,31.0,26.0,57.0,5.0,187.0,437.0,51.0,59.0,19.0,33.0,3.0,21.0,109.0,46.0,1669.0,33.0,2377.0,432.0,,66.0,25.0,15.0,303.0,76.0,133.0,207.0,3.0,56.0,793.0,9.0,3.0,45.0,4.0,312.0,101.0,3.0,34.0,,149
Comoros,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Congo, Democratic Republic",349.0,,0.0,9.0,,13.0,16.0,,0.0,,14.0,25.0,0.0,0.0,0.0,20.0,4.0,0.0,,7.0,,0.0,28.0,7.0,6.0,7.0,,4.0,0.0,0.0,,,6.0,,17.0,44.0,0.0,5.0,3.0,,5.0,0.0,0.0,0.0,8.0,,48.0,,0.0,3.0,3.0,17.0,9.0,0.0,,0.0,1
"Congo, Republic",308.0,0.0,0.0,19.0,0.0,26.0,8.0,7.0,0.0,,8.0,19.0,0.0,0.0,,3.0,6.0,,0.0,,0.0,6.0,31.0,10.0,8.0,3.0,0.0,3.0,0.0,,3.0,,10.0,,17.0,26.0,0.0,4.0,,0.0,3.0,0.0,,,0.0,4.0,43.0,0.0,0.0,,7.0,11.0,4.0,,0.0,0.0,1
Costa Rica,1517.0,4.0,3.0,16.0,8.0,231.0,10.0,36.0,3.0,5.0,342.0,42.0,0.0,,,21.0,11.0,,4.0,4.0,16.0,5.0,27.0,36.0,6.0,12.0,,6.0,,,23.0,5.0,163.0,3.0,126.0,79.0,0.0,8.0,3.0,12.0,26.0,14.0,,20.0,0.0,6.0,94.0,,0.0,4.0,0.0,40.0,17.0,,4.0,,9
Cote d'Ivoire,589.0,,,3.0,0.0,35.0,12.0,7.0,,6.0,19.0,38.0,0.0,3.0,0.0,14.0,7.0,,,,,,68.0,21.0,7.0,19.0,0.0,,,0.0,,,30.0,,117.0,33.0,0.0,5.0,,0.0,23.0,0.0,4.0,5.0,0.0,6.0,25.0,0.0,0.0,,0.0,40.0,12.0,0.0,4.0,0.0,7
Croatia,718.0,,0.0,23.0,0.0,74.0,3.0,5.0,5.0,3.0,85.0,22.0,0.0,0.0,8.0,24.0,32.0,13.0,,10.0,,5.0,15.0,13.0,9.0,5.0,0.0,20.0,0.0,0.0,20.0,5.0,31.0,,87.0,13.0,,51.0,0.0,,13.0,0.0,0.0,,7.0,5.0,33.0,0.0,0.0,9.0,3.0,24.0,9.0,0.0,22.0,0.0,3
Cuba,24891.0,21.0,3.0,52.0,7.0,403.0,10.0,37.0,7.0,10.0,21310.0,129.0,,4.0,3.0,77.0,7.0,4.0,7.0,205.0,77.0,,27.0,38.0,67.0,14.0,11.0,35.0,,11.0,264.0,4.0,535.0,45.0,308.0,135.0,0.0,23.0,7.0,36.0,67.0,108.0,4.0,35.0,,54.0,252.0,6.0,,16.0,0.0,52.0,25.0,,8.0,,322
Cyprus,160.0,0.0,,,0.0,19.0,,5.0,0.0,0.0,13.0,5.0,,0.0,0.0,6.0,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,0.0,0.0,,,0.0,,0.0,8.0,0.0,51.0,6.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,14.0,,0.0,0.0,0.0,0
Czech Republic,266.0,,,5.0,0.0,31.0,14.0,0.0,0.0,3.0,56.0,6.0,0.0,,,21.0,,,,,0.0,,5.0,8.0,,,,,,3.0,9.0,3.0,7.0,3.0,10.0,4.0,0.0,4.0,,,3.0,0.0,,3.0,0.0,4.0,,,0.0,,0.0,17.0,10.0,0.0,3.0,0.0,3
"Czechoslovakia, former",503.0,3.0,,10.0,,93.0,9.0,6.0,,3.0,58.0,8.0,0.0,0.0,4.0,32.0,,,,3.0,,,14.0,15.0,9.0,4.0,,5.0,,0.0,6.0,4.0,22.0,3.0,55.0,17.0,0.0,8.0,0.0,3.0,15.0,0.0,0.0,7.0,0.0,3.0,18.0,0.0,0.0,4.0,0.0,18.0,23.0,0.0,,0.0,5
Denmark,156.0,0.0,,5.0,0.0,40.0,3.0,,,,14.0,6.0,0.0,,0.0,,,0.0,0.0,0.0,,,,4.0,,4.0,0.0,,0.0,0.0,,,5.0,0.0,18.0,6.0,0.0,0.0,,4.0,3.0,0.0,0.0,5.0,,,7.0,0.0,0.0,0.0,,,7.0,0.0,3.0,0.0,0
Djibouti,19.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0
Dominica,672.0,5.0,4.0,,,14.0,3.0,13.0,,3.0,111.0,32.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,16.0,20.0,5.0,,0.0,,0.0,0.0,0.0,0.0,45.0,0.0,164.0,7.0,0.0,,0.0,0.0,11.0,,4.0,,0.0,,44.0,3.0,98.0,0.0,0.0,14.0,,0.0,0.0,0.0,37
Dominican Republic,20778.0,4.0,25.0,29.0,6.0,91.0,15.0,381.0,32.0,73.0,2410.0,122.0,4.0,16.0,,52.0,34.0,6.0,6.0,20.0,58.0,10.0,185.0,2036.0,78.0,16.0,10.0,8.0,,0.0,26.0,63.0,2733.0,7.0,8914.0,260.0,,74.0,4.0,,964.0,689.0,532.0,39.0,,28.0,119.0,10.0,131.0,18.0,0.0,157.0,30.0,,38.0,0.0,206
