,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Dependencies,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
Dominica,597.0,0.0,0.0,,0.0,8.0,3.0,15.0,,,80.0,19.0,0.0,0.0,0.0,7.0,3.0,,,3.0,3.0,0.0,12.0,14.0,8.0,,0.0,,0.0,0.0,0.0,0.0,44.0,,139.0,6.0,0.0,,,0.0,15.0,,,9.0,0.0,5.0,32.0,,131.0,0.0,0.0,10.0,,,0.0,0.0,9
Dominican Republic,33351.0,14.0,36.0,29.0,4.0,97.0,21.0,380.0,26.0,59.0,3082.0,182.0,0.0,5.0,,69.0,28.0,5.0,7.0,20.0,67.0,3.0,185.0,2621.0,74.0,22.0,8.0,28.0,0.0,,25.0,101.0,5355.0,4.0,15638.0,250.0,,119.0,22.0,5.0,1644.0,1513.0,847.0,62.0,0.0,28.0,177.0,20.0,119.0,25.0,,155.0,20.0,5.0,42.0,0.0,96
East Timor,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ecuador,8783.0,10.0,,30.0,6.0,350.0,19.0,396.0,11.0,8.0,1265.0,90.0,0.0,5.0,0.0,235.0,15.0,9.0,12.0,13.0,13.0,3.0,98.0,133.0,6.0,82.0,3.0,19.0,,5.0,35.0,11.0,1816.0,6.0,3109.0,167.0,0.0,29.0,16.0,18.0,161.0,11.0,14.0,47.0,0.0,30.0,171.0,,0.0,65.0,,118.0,46.0,,19.0,0.0,49
Egypt,6191.0,11.0,,36.0,7.0,1007.0,11.0,47.0,15.0,10.0,313.0,71.0,0.0,3.0,3.0,153.0,23.0,13.0,13.0,11.0,22.0,,90.0,195.0,108.0,61.0,4.0,21.0,,17.0,13.0,10.0,1216.0,3.0,887.0,134.0,,134.0,9.0,29.0,207.0,0.0,10.0,41.0,0.0,447.0,255.0,0.0,0.0,,,373.0,86.0,6.0,15.0,,43
El Salvador,16685.0,21.0,9.0,148.0,132.0,5874.0,112.0,47.0,18.0,176.0,668.0,252.0,,6.0,12.0,139.0,53.0,58.0,53.0,20.0,26.0,6.0,1063.0,603.0,25.0,90.0,9.0,47.0,0.0,61.0,306.0,6.0,578.0,18.0,1137.0,339.0,,28.0,28.0,60.0,69.0,10.0,31.0,34.0,15.0,69.0,2303.0,9.0,0.0,121.0,,1558.0,140.0,12.0,18.0,,62
Equatorial Guinea,19.0,0.0,0.0,4.0,0.0,,0.0,4.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Eritrea,1059.0,,0.0,17.0,0.0,176.0,48.0,0.0,3.0,28.0,23.0,50.0,0.0,0.0,0.0,35.0,19.0,4.0,3.0,,,0.0,61.0,24.0,7.0,55.0,0.0,10.0,0.0,,22.0,0.0,12.0,0.0,23.0,20.0,0.0,32.0,3.0,17.0,19.0,0.0,4.0,,3.0,19.0,90.0,0.0,0.0,,0.0,111.0,106.0,,,0.0,3
Estonia,234.0,0.0,,0.0,0.0,30.0,3.0,,0.0,0.0,46.0,5.0,0.0,,0.0,15.0,0.0,,0.0,,0.0,0.0,7.0,9.0,,8.0,0.0,3.0,0.0,0.0,,,4.0,0.0,36.0,3.0,0.0,4.0,0.0,3.0,4.0,0.0,4.0,4.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,7.0,16.0,0.0,3.0,0.0,0
Ethiopia,8803.0,7.0,4.0,64.0,0.0,812.0,381.0,17.0,11.0,403.0,106.0,493.0,0.0,,8.0,151.0,34.0,36.0,68.0,13.0,20.0,9.0,811.0,202.0,43.0,906.0,5.0,103.0,,35.0,325.0,,75.0,,144.0,129.0,3.0,267.0,20.0,101.0,128.0,0.0,3.0,16.0,70.0,188.0,601.0,,0.0,17.0,4.0,1240.0,653.0,12.0,13.0,0.0,43
Fiji,1134.0,0.0,0.0,9.0,,891.0,,3.0,0.0,0.0,7.0,4.0,0.0,7.0,,8.0,0.0,0.0,6.0,0.0,0.0,0.0,,,,,0.0,4.0,,,8.0,0.0,4.0,,5.0,4.0,0.0,,3.0,46.0,3.0,0.0,0.0,,0.0,0.0,19.0,,0.0,4.0,0.0,3.0,76.0,0.0,0.0,0.0,1
Finland,329.0,,0.0,7.0,0.0,60.0,,3.0,0.0,6.0,53.0,15.0,0.0,,0.0,17.0,,4.0,4.0,,,3.0,3.0,11.0,6.0,5.0,0.0,3.0,3.0,0.0,0.0,0.0,12.0,0.0,19.0,8.0,0.0,3.0,0.0,4.0,4.0,0.0,0.0,,,3.0,33.0,0.0,0.0,0.0,,7.0,17.0,0.0,3.0,0.0,0
France,2358.0,4.0,,29.0,0.0,584.0,56.0,31.0,3.0,27.0,276.0,66.0,,16.0,0.0,56.0,13.0,3.0,3.0,4.0,15.0,,68.0,82.0,33.0,32.0,6.0,9.0,,,18.0,6.0,96.0,14.0,294.0,38.0,0.0,24.0,3.0,20.0,50.0,,10.0,14.0,0.0,11.0,126.0,0.0,7.0,11.0,6.0,89.0,76.0,0.0,9.0,3.0,8
French Polynesia,15.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0
Gabon,80.0,,0.0,0.0,0.0,,,,0.0,,3.0,9.0,0.0,0.0,3.0,3.0,0.0,0.0,,0.0,,,14.0,4.0,,0.0,0.0,,0.0,4.0,0.0,0.0,,,7.0,,0.0,,0.0,0.0,4.0,0.0,,0.0,0.0,0.0,5.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,1
Gambia,556.0,,5.0,6.0,0.0,15.0,4.0,,,0.0,4.0,62.0,0.0,0.0,0.0,5.0,3.0,,6.0,7.0,0.0,0.0,47.0,10.0,8.0,18.0,,3.0,0.0,,0.0,0.0,16.0,0.0,121.0,32.0,0.0,19.0,,,10.0,0.0,14.0,9.0,0.0,19.0,15.0,,0.0,,0.0,18.0,48.0,0.0,15.0,0.0,2
Georgia,1271.0,0.0,0.0,7.0,0.0,229.0,11.0,12.0,,5.0,31.0,46.0,0.0,0.0,7.0,31.0,,3.0,0.0,9.0,,0.0,30.0,13.0,7.0,4.0,0.0,16.0,0.0,,7.0,,100.0,4.0,426.0,13.0,0.0,43.0,,10.0,99.0,0.0,,4.0,,7.0,11.0,0.0,0.0,,0.0,27.0,41.0,0.0,,0.0,3
Germany,4192.0,32.0,19.0,107.0,16.0,702.0,135.0,54.0,11.0,23.0,395.0,142.0,3.0,31.0,15.0,125.0,42.0,20.0,31.0,34.0,21.0,13.0,88.0,124.0,110.0,46.0,6.0,51.0,15.0,6.0,39.0,18.0,138.0,32.0,281.0,112.0,3.0,81.0,30.0,49.0,111.0,3.0,14.0,63.0,4.0,48.0,278.0,,,23.0,12.0,146.0,155.0,12.0,57.0,3.0,60
Ghana,5344.0,5.0,3.0,38.0,3.0,153.0,67.0,98.0,36.0,20.0,79.0,255.0,0.0,,,290.0,15.0,14.0,16.0,21.0,6.0,0.0,389.0,345.0,37.0,87.0,8.0,31.0,,8.0,19.0,3.0,469.0,8.0,991.0,130.0,,324.0,48.0,15.0,121.0,0.0,24.0,61.0,,63.0,253.0,7.0,,13.0,5.0,657.0,43.0,3.0,15.0,,37
Gibraltar,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0
Greece,867.0,,3.0,6.0,0.0,82.0,4.0,27.0,3.0,3.0,66.0,13.0,0.0,,,53.0,8.0,,0.0,3.0,11.0,4.0,26.0,75.0,18.0,7.0,0.0,3.0,0.0,,9.0,9.0,63.0,3.0,186.0,27.0,0.0,17.0,0.0,,33.0,,5.0,4.0,0.0,3.0,17.0,0.0,0.0,6.0,,30.0,15.0,,9.0,0.0,2
Greenland,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0
Grenada,683.0,0.0,0.0,0.0,0.0,10.0,,4.0,0.0,,41.0,13.0,0.0,,0.0,5.0,,0.0,0.0,0.0,,0.0,26.0,8.0,,0.0,0.0,,0.0,0.0,4.0,0.0,23.0,0.0,476.0,5.0,0.0,,,,8.0,0.0,,,0.0,,24.0,0.0,3.0,,0.0,9.0,,0.0,,0.0,0
Guam,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Guatemala,8797.0,30.0,6.0,118.0,29.0,3402.0,61.0,114.0,12.0,25.0,675.0,176.0,0.0,8.0,6.0,307.0,52.0,43.0,34.0,23.0,33.0,4.0,225.0,345.0,22.0,40.0,12.0,28.0,,70.0,149.0,4.0,407.0,22.0,506.0,129.0,0.0,47.0,41.0,91.0,75.0,4.0,238.0,28.0,12.0,69.0,545.0,4.0,0.0,68.0,0.0,347.0,70.0,0.0,12.0,,26
Guinea,787.0,,,3.0,,9.0,12.0,10.0,6.0,6.0,8.0,54.0,0.0,,0.0,13.0,22.0,,,,,0.0,76.0,12.0,12.0,23.0,3.0,4.0,0.0,0.0,,0.0,31.0,0.0,268.0,7.0,,37.0,,0.0,44.0,0.0,10.0,,0.0,30.0,18.0,0.0,0.0,,0.0,35.0,8.0,0.0,,0.0,3
Guinea-Bissau,30.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,,0.0,,0.0,,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0
Guyana,6201.0,8.0,0.0,12.0,0.0,50.0,4.0,110.0,15.0,12.0,593.0,154.0,,3.0,,35.0,6.0,,,4.0,5.0,0.0,172.0,41.0,5.0,110.0,,5.0,0.0,,3.0,,516.0,0.0,3990.0,34.0,0.0,23.0,13.0,,68.0,0.0,3.0,21.0,0.0,11.0,71.0,5.0,5.0,5.0,,49.0,13.0,0.0,5.0,0.0,9
Haiti,19114.0,7.0,,16.0,0.0,97.0,13.0,225.0,55.0,10.0,12212.0,279.0,0.0,4.0,3.0,84.0,19.0,,6.0,20.0,31.0,4.0,128.0,1429.0,13.0,9.0,4.0,29.0,0.0,6.0,9.0,17.0,1068.0,3.0,2436.0,65.0,0.0,38.0,17.0,11.0,303.0,12.0,68.0,37.0,3.0,29.0,72.0,20.0,34.0,10.0,,71.0,9.0,5.0,3.0,0.0,67
Honduras,5294.0,25.0,3.0,36.0,14.0,607.0,23.0,43.0,3.0,18.0,1268.0,93.0,,4.0,5.0,103.0,22.0,9.0,13.0,16.0,186.0,4.0,108.0,122.0,21.0,30.0,11.0,25.0,0.0,13.0,43.0,5.0,378.0,8.0,651.0,159.0,3.0,24.0,26.0,19.0,60.0,9.0,11.0,45.0,6.0,51.0,558.0,,,22.0,3.0,290.0,42.0,,21.0,0.0,30
Hong Kong,1980.0,4.0,,29.0,0.0,810.0,14.0,17.0,,,50.0,27.0,,30.0,0.0,50.0,14.0,4.0,3.0,,4.0,3.0,35.0,85.0,26.0,12.0,,9.0,0.0,0.0,19.0,4.0,65.0,,281.0,22.0,0.0,22.0,3.0,9.0,28.0,,3.0,9.0,,5.0,119.0,0.0,3.0,15.0,,36.0,85.0,0.0,11.0,0.0,1
Hungary,1014.0,4.0,4.0,19.0,3.0,143.0,19.0,33.0,,,210.0,12.0,0.0,8.0,,17.0,7.0,,,3.0,,4.0,14.0,19.0,5.0,11.0,,8.0,,0.0,31.0,,72.0,,144.0,18.0,,24.0,5.0,12.0,25.0,0.0,,15.0,0.0,,35.0,0.0,0.0,10.0,3.0,29.0,17.0,0.0,5.0,,7
Iceland,97.0,,0.0,,0.0,14.0,,3.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,,0.0,,0.0,4.0,5.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,4.0,0.0,0.0,,,0.0,0.0,0.0,,,,4.0,0.0,0.0,0.0,,13.0,5.0,0.0,0.0,0.0,1
India,42928.0,220.0,10.0,484.0,131.0,8799.0,232.0,576.0,152.0,43.0,1512.0,1524.0,,15.0,20.0,2822.0,390.0,128.0,200.0,183.0,144.0,21.0,1030.0,1143.0,1085.0,368.0,102.0,314.0,4.0,81.0,164.0,148.0,5318.0,68.0,3044.0,873.0,10.0,943.0,189.0,205.0,1772.0,0.0,45.0,278.0,5.0,488.0,4040.0,,14.0,68.0,28.0,1812.0,1162.0,45.0,307.0,9.0,155
Indonesia,2123.0,4.0,3.0,34.0,10.0,864.0,58.0,11.0,,8.0,39.0,68.0,3.0,15.0,3.0,38.0,7.0,4.0,7.0,5.0,3.0,,40.0,26.0,21.0,16.0,3.0,8.0,0.0,6.0,17.0,33.0,66.0,,223.0,9.0,0.0,35.0,9.0,19.0,119.0,0.0,4.0,8.0,,6.0,115.0,0.0,0.0,11.0,0.0,56.0,72.0,0.0,8.0,0.0,4
Iran,9627.0,12.0,,172.0,5.0,5428.0,85.0,25.0,5.0,14.0,207.0,226.0,,8.0,16.0,208.0,17.0,4.0,52.0,38.0,13.0,7.0,273.0,124.0,65.0,36.0,9.0,57.0,0.0,6.0,74.0,8.0,120.0,25.0,267.0,68.0,,87.0,47.0,72.0,83.0,3.0,4.0,51.0,,76.0,692.0,0.0,0.0,75.0,,469.0,219.0,17.0,20.0,,30
Iraq,3523.0,8.0,,131.0,3.0,655.0,31.0,15.0,3.0,3.0,45.0,38.0,0.0,0.0,4.0,197.0,8.0,3.0,10.0,23.0,5.0,5.0,19.0,22.0,1424.0,24.0,,63.0,0.0,33.0,14.0,3.0,17.0,12.0,54.0,13.0,,38.0,9.0,16.0,43.0,0.0,,17.0,,129.0,130.0,,0.0,19.0,,134.0,42.0,4.0,5.0,0.0,40
Ireland,1239.0,,3.0,14.0,3.0,197.0,17.0,27.0,,8.0,73.0,22.0,0.0,3.0,,68.0,5.0,3.0,0.0,11.0,3.0,5.0,17.0,144.0,12.0,9.0,0.0,5.0,3.0,0.0,,10.0,69.0,,247.0,31.0,0.0,19.0,,12.0,46.0,0.0,4.0,8.0,,9.0,45.0,0.0,0.0,0.0,6.0,27.0,29.0,,14.0,0.0,1
Israel,2859.0,3.0,0.0,41.0,3.0,607.0,25.0,20.0,4.0,8.0,331.0,67.0,0.0,7.0,,117.0,15.0,3.0,3.0,6.0,13.0,,53.0,88.0,36.0,13.0,,16.0,0.0,3.0,36.0,4.0,202.0,3.0,684.0,42.0,0.0,53.0,10.0,14.0,71.0,0.0,,12.0,0.0,11.0,119.0,0.0,0.0,,,41.0,46.0,,13.0,0.0,7
Italy,2234.0,4.0,,33.0,,328.0,17.0,50.0,8.0,15.0,250.0,38.0,,8.0,,96.0,11.0,5.0,7.0,3.0,5.0,3.0,47.0,109.0,58.0,14.0,0.0,18.0,3.0,0.0,15.0,7.0,210.0,9.0,420.0,27.0,0.0,37.0,3.0,13.0,98.0,6.0,13.0,7.0,3.0,9.0,60.0,,0.0,5.0,4.0,72.0,41.0,3.0,14.0,0.0,22
Jamaica,15531.0,37.0,,39.0,,235.0,41.0,664.0,58.0,49.0,4432.0,734.0,0.0,7.0,,194.0,25.0,3.0,7.0,21.0,18.0,16.0,473.0,398.0,59.0,21.0,24.0,37.0,,4.0,24.0,19.0,1017.0,5.0,5277.0,164.0,,91.0,50.0,12.0,409.0,0.0,24.0,143.0,,32.0,262.0,28.0,10.0,5.0,4.0,230.0,29.0,10.0,22.0,0.0,60
Japan,1663.0,7.0,3.0,33.0,,548.0,26.0,23.0,0.0,3.0,44.0,25.0,9.0,142.0,,57.0,7.0,5.0,,7.0,4.0,0.0,23.0,21.0,22.0,7.0,3.0,7.0,,4.0,35.0,5.0,65.0,9.0,178.0,17.0,0.0,25.0,4.0,27.0,19.0,0.0,,7.0,,7.0,52.0,0.0,,10.0,,54.0,87.0,,7.0,0.0,11
Jordan,2436.0,15.0,0.0,27.0,10.0,371.0,12.0,15.0,0.0,,145.0,21.0,0.0,0.0,,351.0,26.0,4.0,18.0,10.0,45.0,,26.0,34.0,122.0,22.0,5.0,32.0,,5.0,6.0,4.0,154.0,17.0,155.0,60.0,,153.0,5.0,7.0,72.0,3.0,3.0,9.0,0.0,50.0,223.0,0.0,10.0,7.0,0.0,92.0,22.0,5.0,35.0,0.0,21
Kazakhstan,1040.0,8.0,5.0,11.0,,203.0,17.0,4.0,,,60.0,9.0,0.0,,5.0,28.0,5.0,0.0,,6.0,,6.0,22.0,45.0,5.0,24.0,0.0,10.0,,,5.0,,31.0,,184.0,14.0,0.0,25.0,3.0,35.0,49.0,0.0,,19.0,0.0,6.0,36.0,0.0,0.0,3.0,,36.0,89.0,,8.0,,6
Kenya,4170.0,51.0,,67.0,6.0,341.0,47.0,23.0,75.0,15.0,78.0,257.0,0.0,4.0,8.0,92.0,60.0,33.0,97.0,21.0,10.0,12.0,202.0,353.0,50.0,332.0,6.0,80.0,0.0,17.0,17.0,23.0,225.0,6.0,98.0,143.0,10.0,117.0,51.0,23.0,89.0,0.0,7.0,54.0,3.0,44.0,558.0,4.0,,5.0,3.0,127.0,180.0,7.0,19.0,,17
Kiribati,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0
"Korea, North",19.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0
"Korea, South",13790.0,50.0,36.0,117.0,20.0,4308.0,216.0,63.0,36.0,13.0,209.0,599.0,57.0,185.0,11.0,539.0,66.0,24.0,56.0,36.0,24.0,10.0,408.0,194.0,139.0,56.0,5.0,58.0,3.0,12.0,127.0,10.0,1152.0,19.0,1315.0,217.0,,114.0,66.0,100.0,372.0,,24.0,88.0,4.0,68.0,660.0,16.0,4.0,52.0,5.0,1118.0,585.0,0.0,40.0,,79
Kosovo,510.0,,,19.0,0.0,12.0,5.0,17.0,,0.0,33.0,13.0,0.0,0.0,,23.0,5.0,8.0,,9.0,0.0,0.0,5.0,9.0,20.0,,,9.0,0.0,,3.0,,27.0,0.0,174.0,9.0,0.0,,4.0,,16.0,0.0,,,,11.0,22.0,0.0,0.0,3.0,0.0,7.0,,0.0,18.0,0.0,1
Kuwait,820.0,12.0,0.0,11.0,,107.0,5.0,6.0,0.0,,48.0,20.0,0.0,0.0,,53.0,7.0,,8.0,,18.0,5.0,13.0,19.0,34.0,10.0,6.0,10.0,,0.0,4.0,,43.0,0.0,57.0,29.0,0.0,43.0,11.0,4.0,11.0,,,7.0,0.0,18.0,94.0,,0.0,4.0,0.0,54.0,16.0,,10.0,0.0,6
Kyrgyzstan,420.0,3.0,9.0,5.0,0.0,47.0,5.0,4.0,0.0,0.0,19.0,3.0,0.0,,,9.0,0.0,,,,,,7.0,18.0,,10.0,0.0,10.0,0.0,,5.0,,12.0,0.0,82.0,3.0,,13.0,4.0,18.0,21.0,0.0,0.0,4.0,0.0,6.0,7.0,0.0,0.0,,0.0,14.0,55.0,3.0,3.0,,3
Laos,7027.0,11.0,108.0,15.0,22.0,4018.0,33.0,27.0,4.0,,61.0,75.0,0.0,11.0,6.0,30.0,17.0,35.0,58.0,,9.0,,9.0,52.0,64.0,848.0,,20.0,0.0,5.0,37.0,8.0,3.0,5.0,26.0,121.0,0.0,38.0,33.0,64.0,32.0,0.0,27.0,11.0,0.0,69.0,219.0,0.0,0.0,23.0,0.0,33.0,131.0,0.0,589.0,,12
Latvia,392.0,,0.0,4.0,,72.0,5.0,4.0,3.0,0.0,32.0,11.0,0.0,,,18.0,,,0.0,,0.0,0.0,7.0,18.0,4.0,8.0,,,,,3.0,0.0,32.0,0.0,80.0,8.0,,4.0,,5.0,7.0,0.0,,,,0.0,8.0,0.0,0.0,3.0,0.0,10.0,14.0,0.0,9.0,0.0,2
Lebanon,2914.0,9.0,0.0,38.0,0.0,552.0,14.0,25.0,,10.0,174.0,39.0,0.0,,,67.0,13.0,10.0,18.0,7.0,14.0,3.0,35.0,222.0,603.0,22.0,4.0,18.0,0.0,3.0,26.0,11.0,102.0,,160.0,44.0,,132.0,18.0,17.0,46.0,,27.0,16.0,0.0,23.0,195.0,0.0,0.0,11.0,,132.0,24.0,3.0,4.0,0.0,13
Lesotho,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Liberia,4322.0,9.0,0.0,103.0,,117.0,38.0,34.0,68.0,14.0,43.0,164.0,0.0,,11.0,70.0,35.0,63.0,3.0,27.0,9.0,,296.0,150.0,32.0,714.0,0.0,45.0,0.0,12.0,3.0,9.0,289.0,,305.0,162.0,22.0,97.0,20.0,10.0,690.0,0.0,156.0,20.0,21.0,40.0,192.0,,0.0,18.0,,126.0,22.0,6.0,21.0,0.0,26
Libya,195.0,0.0,0.0,4.0,0.0,34.0,7.0,4.0,0.0,0.0,17.0,,0.0,0.0,0.0,10.0,,0.0,,,,,4.0,4.0,7.0,4.0,0.0,,0.0,3.0,0.0,0.0,12.0,0.0,10.0,5.0,0.0,6.0,,,5.0,0.0,,3.0,0.0,4.0,17.0,0.0,0.0,,0.0,10.0,8.0,0.0,,0.0,2
Lithuania,938.0,,,8.0,0.0,78.0,20.0,14.0,,,60.0,19.0,0.0,,0.0,394.0,4.0,0.0,,,,,12.0,37.0,15.0,8.0,,9.0,0.0,0.0,5.0,0.0,61.0,,65.0,6.0,0.0,26.0,,,13.0,0.0,,4.0,,0.0,12.0,,0.0,,,19.0,9.0,0.0,11.0,0.0,5
Luxembourg,23.0,0.0,0.0,,0.0,5.0,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0
Macau,106.0,0.0,0.0,0.0,0.0,52.0,0.0,,0.0,0.0,3.0,,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,16.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,8.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,0
Macedonia,635.0,0.0,6.0,9.0,0.0,24.0,,29.0,0.0,,36.0,,0.0,0.0,,87.0,41.0,6.0,,,0.0,0.0,,9.0,54.0,,0.0,7.0,0.0,,6.0,0.0,127.0,0.0,98.0,,0.0,20.0,,0.0,7.0,0.0,0.0,5.0,0.0,4.0,8.0,,0.0,,,9.0,4.0,,16.0,0.0,4
Madagascar,37.0,,0.0,0.0,0.0,3.0,0.0,,0.0,,4.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,4.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0
Malawi,85.0,0.0,0.0,0.0,0.0,10.0,0.0,,0.0,,3.0,6.0,0.0,0.0,0.0,4.0,9.0,0.0,3.0,0.0,,0.0,,0.0,,3.0,0.0,5.0,0.0,,0.0,,3.0,0.0,3.0,5.0,0.0,3.0,,0.0,,0.0,0.0,0.0,0.0,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Malaysia,1150.0,6.0,4.0,19.0,,258.0,10.0,10.0,0.0,5.0,34.0,36.0,0.0,9.0,,29.0,12.0,,16.0,7.0,10.0,,19.0,20.0,17.0,25.0,3.0,12.0,0.0,4.0,18.0,3.0,44.0,,216.0,26.0,0.0,16.0,12.0,16.0,23.0,0.0,,,0.0,8.0,102.0,,0.0,3.0,,39.0,33.0,,6.0,0.0,4
Maldives,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
