,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Dependencies,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
Sierra Leone,1613.0,,,26.0,0.0,78.0,4.0,5.0,8.0,10.0,21.0,72.0,0.0,0.0,,27.0,7.0,9.0,,9.0,,0.0,314.0,42.0,12.0,48.0,,8.0,0.0,,,,106.0,,213.0,39.0,5.0,78.0,5.0,,141.0,0.0,5.0,10.0,0.0,6.0,69.0,3.0,0.0,,0.0,188.0,8.0,0.0,7.0,0.0,14.0
Singapore,263.0,0.0,0.0,5.0,,77.0,3.0,9.0,,,11.0,6.0,0.0,4.0,0.0,5.0,,,0.0,,,,7.0,12.0,,4.0,0.0,0.0,0.0,0.0,,0.0,4.0,,21.0,5.0,0.0,5.0,0.0,4.0,6.0,0.0,,,0.0,3.0,26.0,0.0,0.0,,0.0,8.0,14.0,0.0,,0.0,
Slovakia,413.0,,0.0,,,41.0,16.0,10.0,,,49.0,13.0,0.0,,0.0,28.0,,0.0,0.0,0.0,,,17.0,10.0,9.0,10.0,0.0,,0.0,0.0,3.0,0.0,58.0,,57.0,13.0,0.0,6.0,,,16.0,0.0,,,0.0,,10.0,0.0,0.0,0.0,,16.0,8.0,0.0,,0.0,0.0
Slovenia,58.0,0.0,0.0,,0.0,7.0,0.0,,0.0,0.0,7.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,11.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,3.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,3.0,0.0,0.0
Solomon Islands,8.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Somalia,6875.0,,7.0,202.0,0.0,267.0,157.0,12.0,,,6.0,123.0,0.0,0.0,11.0,106.0,32.0,65.0,63.0,171.0,3.0,174.0,20.0,116.0,66.0,2123.0,,180.0,,215.0,20.0,13.0,4.0,0.0,162.0,37.0,92.0,1010.0,0.0,94.0,55.0,0.0,,,24.0,132.0,226.0,0.0,0.0,43.0,46.0,147.0,552.0,,80.0,3.0,6.0
South Africa,2283.0,8.0,0.0,61.0,9.0,442.0,68.0,28.0,4.0,6.0,246.0,127.0,,10.0,7.0,74.0,25.0,16.0,17.0,23.0,7.0,6.0,43.0,53.0,26.0,33.0,3.0,23.0,0.0,11.0,19.0,3.0,71.0,3.0,111.0,77.0,7.0,49.0,9.0,25.0,57.0,0.0,0.0,33.0,6.0,16.0,217.0,,,20.0,,85.0,65.0,,21.0,,4.0
South Sudan,139.0,,,3.0,0.0,,0.0,,0.0,,3.0,,0.0,0.0,0.0,,0.0,12.0,,,0.0,,,4.0,0.0,5.0,,,0.0,47.0,,7.0,0.0,0.0,4.0,,,4.0,,0.0,,0.0,0.0,0.0,0.0,5.0,12.0,0.0,0.0,,0.0,,4.0,0.0,0.0,0.0,0.0
"Soviet Union, former",2807.0,6.0,8.0,24.0,5.0,596.0,38.0,24.0,,5.0,174.0,55.0,0.0,9.0,,137.0,30.0,5.0,3.0,5.0,7.0,8.0,81.0,62.0,45.0,32.0,4.0,16.0,5.0,9.0,21.0,13.0,154.0,6.0,553.0,40.0,,53.0,10.0,34.0,85.0,,8.0,18.0,3.0,22.0,120.0,0.0,0.0,15.0,4.0,90.0,117.0,,30.0,,8.0
Spain,1367.0,7.0,0.0,17.0,,214.0,12.0,19.0,,11.0,278.0,26.0,,,4.0,39.0,9.0,,5.0,7.0,5.0,3.0,32.0,47.0,16.0,7.0,3.0,8.0,,,11.0,3.0,112.0,7.0,147.0,23.0,,13.0,3.0,5.0,23.0,33.0,,13.0,,11.0,66.0,0.0,0.0,13.0,,53.0,24.0,,7.0,0.0,15.0
Sri Lanka,1258.0,4.0,,17.0,,312.0,4.0,18.0,,3.0,43.0,20.0,,,,37.0,12.0,,5.0,6.0,4.0,,73.0,28.0,37.0,22.0,0.0,5.0,0.0,,20.0,0.0,69.0,3.0,242.0,13.0,0.0,26.0,5.0,9.0,40.0,0.0,0.0,11.0,0.0,,74.0,0.0,0.0,3.0,0.0,42.0,29.0,,5.0,0.0,3.0
Sudan,1924.0,6.0,9.0,79.0,,117.0,45.0,21.0,3.0,6.0,38.0,42.0,0.0,0.0,,74.0,12.0,99.0,4.0,27.0,3.0,42.0,56.0,24.0,49.0,100.0,4.0,33.0,0.0,124.0,7.0,14.0,30.0,,128.0,80.0,19.0,47.0,8.0,6.0,51.0,0.0,0.0,5.0,24.0,48.0,153.0,0.0,0.0,33.0,,178.0,50.0,0.0,10.0,0.0,7.0
Suriname,160.0,0.0,0.0,,0.0,5.0,0.0,0.0,,0.0,36.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,6.0,0.0,76.0,4.0,0.0,,,,,,0.0,,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,
Swaziland,15.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0
Sweden,783.0,0.0,3.0,8.0,4.0,215.0,23.0,8.0,,3.0,79.0,10.0,0.0,4.0,4.0,18.0,,,,5.0,6.0,,12.0,30.0,12.0,12.0,,,4.0,,9.0,7.0,22.0,5.0,60.0,32.0,,9.0,,18.0,21.0,0.0,3.0,9.0,0.0,6.0,37.0,0.0,0.0,4.0,,25.0,20.0,0.0,13.0,,4.0
Switzerland,452.0,,4.0,7.0,,98.0,6.0,12.0,,4.0,50.0,9.0,0.0,10.0,,11.0,3.0,,0.0,3.0,,,10.0,14.0,4.0,4.0,0.0,8.0,0.0,0.0,10.0,7.0,14.0,7.0,49.0,9.0,0.0,3.0,0.0,8.0,9.0,0.0,,4.0,,,26.0,0.0,0.0,3.0,0.0,13.0,14.0,0.0,3.0,,
Syria,2196.0,,0.0,36.0,6.0,579.0,8.0,32.0,,6.0,145.0,22.0,0.0,0.0,0.0,206.0,20.0,9.0,6.0,13.0,10.0,0.0,25.0,68.0,139.0,27.0,,22.0,0.0,7.0,12.0,3.0,141.0,9.0,184.0,18.0,0.0,82.0,16.0,12.0,91.0,0.0,10.0,4.0,0.0,16.0,114.0,0.0,0.0,5.0,3.0,49.0,17.0,4.0,12.0,,
Taiwan,5255.0,9.0,6.0,54.0,9.0,2456.0,26.0,25.0,5.0,3.0,101.0,100.0,9.0,51.0,,124.0,36.0,20.0,19.0,14.0,15.0,,112.0,79.0,70.0,17.0,,37.0,0.0,6.0,48.0,6.0,212.0,7.0,468.0,58.0,3.0,63.0,11.0,49.0,86.0,0.0,7.0,12.0,,16.0,407.0,,,30.0,6.0,107.0,222.0,3.0,14.0,,7.0
Tajikistan,168.0,,0.0,0.0,0.0,12.0,13.0,3.0,0.0,,10.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,3.0,,0.0,,0.0,8.0,0.0,0.0,5.0,0.0,64.0,0.0,,3.0,,10.0,5.0,0.0,0.0,,0.0,0.0,5.0,0.0,0.0,,0.0,4.0,3.0,0.0,,0.0,0.0
Tanzania,647.0,10.0,,9.0,,42.0,9.0,5.0,4.0,6.0,39.0,41.0,0.0,,4.0,18.0,5.0,8.0,12.0,5.0,,,42.0,29.0,9.0,22.0,0.0,12.0,0.0,5.0,6.0,3.0,19.0,7.0,34.0,15.0,,32.0,4.0,5.0,21.0,0.0,0.0,9.0,4.0,9.0,84.0,0.0,0.0,3.0,0.0,18.0,21.0,0.0,6.0,0.0,4.0
Thailand,5544.0,21.0,44.0,66.0,11.0,1704.0,44.0,44.0,10.0,4.0,284.0,99.0,3.0,52.0,8.0,140.0,40.0,29.0,32.0,23.0,17.0,15.0,101.0,149.0,82.0,365.0,9.0,32.0,5.0,24.0,163.0,19.0,67.0,8.0,253.0,143.0,,63.0,39.0,83.0,74.0,0.0,17.0,39.0,9.0,41.0,292.0,,,28.0,6.0,174.0,227.0,6.0,313.0,5.0,13.0
Togo,1380.0,8.0,3.0,29.0,0.0,28.0,11.0,28.0,3.0,15.0,25.0,82.0,0.0,0.0,4.0,106.0,11.0,28.0,7.0,11.0,5.0,0.0,192.0,17.0,3.0,97.0,,16.0,0.0,74.0,4.0,4.0,48.0,,178.0,61.0,,28.0,11.0,7.0,36.0,0.0,,21.0,,8.0,29.0,3.0,0.0,6.0,,88.0,16.0,,14.0,0.0,7.0
Tonga,371.0,0.0,8.0,11.0,0.0,191.0,3.0,0.0,0.0,0.0,5.0,,,28.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,,0.0,0.0,,0.0,0.0,0.0,13.0,0.0,0.0,0.0,,0.0,0.0,14.0,0.0,0.0,57.0,0.0,3.0,17.0,0.0,0.0,0.0,0.0
Trinidad and Tobago,5784.0,8.0,,26.0,4.0,106.0,5.0,48.0,15.0,27.0,934.0,198.0,0.0,3.0,,53.0,10.0,3.0,4.0,6.0,26.0,,262.0,127.0,23.0,15.0,,7.0,,,12.0,,356.0,5.0,2797.0,50.0,3.0,32.0,17.0,4.0,163.0,,14.0,34.0,,9.0,187.0,,23.0,5.0,3.0,94.0,22.0,3.0,10.0,,13.0
Tunisia,362.0,3.0,0.0,5.0,0.0,52.0,,7.0,,4.0,49.0,9.0,0.0,0.0,0.0,9.0,0.0,,,3.0,,0.0,13.0,10.0,12.0,7.0,0.0,3.0,0.0,,,0.0,14.0,,33.0,8.0,0.0,9.0,0.0,3.0,29.0,,0.0,,0.0,3.0,17.0,0.0,0.0,0.0,0.0,35.0,4.0,,4.0,,
Turkey,3390.0,10.0,3.0,28.0,8.0,468.0,22.0,65.0,40.0,20.0,240.0,89.0,,6.0,5.0,126.0,13.0,9.0,9.0,11.0,11.0,,92.0,101.0,34.0,25.0,3.0,21.0,0.0,6.0,18.0,6.0,493.0,,620.0,59.0,0.0,47.0,12.0,19.0,128.0,,8.0,21.0,0.0,26.0,165.0,0.0,0.0,4.0,,184.0,68.0,7.0,18.0,0.0,15.0
Turkmenistan,160.0,0.0,0.0,,0.0,32.0,,0.0,,3.0,5.0,5.0,0.0,0.0,0.0,3.0,,,,,0.0,0.0,0.0,0.0,4.0,,0.0,,0.0,0.0,0.0,0.0,6.0,0.0,35.0,0.0,0.0,3.0,,,12.0,0.0,,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,3.0,9.0,,11.0,0.0,
Turks and Caicos Islands,47.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,29.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uganda,763.0,,0.0,6.0,0.0,99.0,14.0,11.0,,5.0,22.0,23.0,0.0,,,43.0,,5.0,3.0,5.0,,4.0,56.0,140.0,15.0,24.0,,10.0,0.0,,5.0,0.0,20.0,,33.0,11.0,3.0,25.0,8.0,5.0,17.0,0.0,4.0,12.0,,10.0,50.0,0.0,0.0,,0.0,26.0,27.0,,4.0,,0.0
Ukraine,8624.0,15.0,24.0,53.0,4.0,1446.0,96.0,135.0,8.0,6.0,375.0,134.0,0.0,11.0,34.0,608.0,46.0,23.0,19.0,27.0,12.0,9.0,114.0,237.0,121.0,130.0,8.0,107.0,6.0,40.0,41.0,17.0,368.0,10.0,1367.0,164.0,7.0,277.0,22.0,364.0,406.0,0.0,6.0,117.0,26.0,73.0,162.0,5.0,0.0,24.0,0.0,148.0,1099.0,,55.0,,14.0
United Arab Emirates,499.0,5.0,0.0,12.0,0.0,75.0,0.0,3.0,,,28.0,15.0,0.0,0.0,0.0,29.0,3.0,0.0,4.0,7.0,3.0,0.0,9.0,5.0,21.0,9.0,,4.0,0.0,3.0,5.0,0.0,23.0,,40.0,12.0,0.0,14.0,7.0,3.0,13.0,0.0,0.0,,0.0,7.0,88.0,0.0,0.0,0.0,0.0,28.0,10.0,,4.0,0.0,
United Kingdom,9459.0,30.0,21.0,203.0,19.0,1755.0,175.0,178.0,24.0,57.0,1109.0,328.0,,25.0,24.0,267.0,91.0,31.0,31.0,43.0,32.0,35.0,191.0,367.0,208.0,91.0,22.0,62.0,14.0,25.0,86.0,67.0,340.0,48.0,717.0,316.0,11.0,155.0,37.0,105.0,294.0,,40.0,119.0,5.0,73.0,728.0,3.0,4.0,59.0,33.0,328.0,314.0,13.0,71.0,4.0,28.0
United States,55.0,0.0,,0.0,0.0,8.0,,0.0,0.0,0.0,10.0,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,7.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,8.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,,0.0,0.0
Uruguay,933.0,0.0,0.0,8.0,,55.0,3.0,21.0,,0.0,307.0,42.0,,3.0,,9.0,,3.0,,4.0,0.0,0.0,13.0,36.0,0.0,3.0,,5.0,,0.0,6.0,3.0,155.0,0.0,98.0,14.0,0.0,7.0,,,15.0,5.0,0.0,11.0,0.0,7.0,25.0,0.0,0.0,8.0,0.0,37.0,6.0,0.0,8.0,0.0,4.0
Uzbekistan,2482.0,3.0,5.0,49.0,,224.0,49.0,21.0,0.0,3.0,105.0,85.0,0.0,7.0,44.0,61.0,11.0,3.0,3.0,69.0,0.0,,38.0,54.0,35.0,10.0,0.0,61.0,,,11.0,6.0,61.0,6.0,598.0,35.0,,224.0,8.0,73.0,164.0,0.0,,8.0,8.0,18.0,45.0,,0.0,17.0,7.0,75.0,148.0,0.0,15.0,,3.0
Vanuatu,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Venezuela,7648.0,15.0,,34.0,4.0,299.0,42.0,41.0,10.0,16.0,4178.0,230.0,0.0,,,92.0,49.0,8.0,15.0,22.0,33.0,3.0,73.0,102.0,36.0,24.0,7.0,19.0,0.0,3.0,20.0,9.0,210.0,6.0,450.0,124.0,4.0,89.0,41.0,21.0,91.0,66.0,15.0,52.0,0.0,46.0,748.0,,3.0,53.0,,150.0,34.0,3.0,20.0,,29.0
Vietnam,24277.0,130.0,11.0,373.0,69.0,9224.0,247.0,111.0,27.0,20.0,971.0,838.0,,137.0,25.0,305.0,94.0,139.0,215.0,60.0,368.0,39.0,315.0,555.0,248.0,408.0,90.0,272.0,7.0,147.0,152.0,40.0,333.0,101.0,457.0,597.0,11.0,241.0,230.0,414.0,679.0,3.0,14.0,109.0,10.0,185.0,3239.0,3.0,,99.0,8.0,745.0,1049.0,15.0,53.0,8.0,34.0
Yemen,1355.0,13.0,0.0,,,225.0,,20.0,4.0,0.0,4.0,7.0,0.0,0.0,0.0,61.0,13.0,0.0,0.0,0.0,11.0,0.0,5.0,3.0,439.0,10.0,16.0,3.0,0.0,0.0,3.0,0.0,6.0,,385.0,39.0,0.0,5.0,0.0,0.0,8.0,0.0,3.0,,0.0,19.0,8.0,0.0,0.0,0.0,,26.0,6.0,0.0,0.0,0.0,5.0
Zambia,352.0,4.0,0.0,11.0,0.0,48.0,3.0,3.0,,0.0,16.0,28.0,0.0,,,18.0,6.0,,,,,0.0,21.0,16.0,10.0,8.0,,5.0,0.0,,3.0,0.0,11.0,0.0,24.0,7.0,0.0,9.0,4.0,6.0,8.0,0.0,,3.0,0.0,,41.0,0.0,0.0,0.0,0.0,7.0,13.0,,,0.0,
Zimbabwe,658.0,4.0,3.0,19.0,,74.0,8.0,4.0,3.0,5.0,36.0,54.0,0.0,3.0,,22.0,33.0,4.0,,9.0,,0.0,22.0,28.0,18.0,,0.0,4.0,,6.0,4.0,3.0,15.0,3.0,20.0,21.0,0.0,18.0,4.0,5.0,25.0,0.0,,8.0,0.0,16.0,104.0,0.0,0.0,,0.0,29.0,11.0,,,0.0,0.0
Unknown,201.0,0.0,0.0,3.0,0.0,24.0,0.0,0.0,0.0,,16.0,3.0,0.0,0.0,0.0,19.0,,0.0,,6.0,8.0,0.0,,7.0,27.0,3.0,,,0.0,0.0,,0.0,9.0,0.0,5.0,6.0,0.0,21.0,,,,0.0,0.0,3.0,0.0,6.0,11.0,0.0,0.0,,0.0,,,0.0,,0.0,5.0
